33.0 , 0.0 , 8.0 ,
33.0 , -2.0 , 8.0 ,
32.3 , -4.0 , 8.0 ,
32.3 , -6.0 , 8.0 ,
32.31063457289145 , -7.878446275633149 , 8.0 ,
32.3 , -10.0 , 8.0 ,
32.4 , -12.0 , 8.0 ,
32.3 , -12.0 , 8.0 ,
32.3 , -14.0 , 8.0 ,
32.3 , -16.0 , 8.0 ,
12.149123929432042 , -22.82555798975982 , 8.0 ,
14.149123929432042 , -22.82555798975982 , 8.0 ,
16.14912392943204 , -22.82555798975982 , 8.0 ,
18.14912392943204 , -22.82555798975982 , 8.0 ,
20.14912392943204 , -22.82555798975982 , 8.0 ,
22.14912392943204 , -22.82555798975982 , 8.0 ,
32.3 , -18.0 , 8.0 ,
10.675898702295774 , -24.604493841850953 , 8.0 ,
11.0 , -24.2 , 8.0 ,
12.270677653798893 , -24.136192562651274 , 8.0 ,
14.270677653798893 , -24.136192562651274 , 8.0 ,
16.27067765379889 , -24.136192562651274 , 8.0 ,
18.27067765379889 , -24.136192562651274 , 8.0 ,
20.14912392943204 , -24.82555798975982 , 8.0 ,
22.27067765379889 , -24.136192562651274 , 8.0 ,
24.14912392943204 , -24.82555798975982 , 8.0 ,
26.27067765379889 , -24.136192562651274 , 8.0 ,
32.37873085421709 , -20.243107448733703 , 8.0 ,
32.3 , -20.0 , 8.0 ,
10.05 , -23.818653347947322 , 8.0 ,
11.0 , -23.4 , 8.0 ,
12.756892551266297 , -23.378730854217093 , 8.0 ,
14.756892551266297 , -23.378730854217093 , 8.0 ,
16.756892551266297 , -23.378730854217093 , 8.0 ,
18.756892551266297 , -23.378730854217093 , 8.0 ,
20.756892551266297 , -23.378730854217093 , 8.0 ,
22.756892551266297 , -23.378730854217093 , 8.0 ,
24.756892551266297 , -23.378730854217093 , 8.0 ,
26.756892551266297 , -23.378730854217093 , 8.0 ,
29.0 , -23.4 , 8.0 ,
31.0 , -22.0 , 8.0 ,
31.621269145782907 , -21.756892551266297 , 8.0 ,
10.07246222036657 , -24.899902653561156 , 8.0 ,
10.878446275633149 , -23.310634572891455 , 8.0 ,
13.0 , -23.3 , 8.0 ,
15.121553724366851 , -23.310634572891455 , 8.0 ,
17.12155372436685 , -23.310634572891455 , 8.0 ,
19.12155372436685 , -23.310634572891455 , 8.0 ,
21.12155372436685 , -23.310634572891455 , 8.0 ,
23.12155372436685 , -23.310634572891455 , 8.0 ,
25.0 , -22.6 , 8.0 ,
27.12155372436685 , -23.310634572891455 , 8.0 ,
29.0 , -22.6 , 8.0 ,
30.521171799344064 , -22.68443033089973 , 8.0 ,
31.02664549634959 , -23.281757699016094 , 8.0 ,
10.4 , -26.0 , 8.0 ,
9.181346652052678 , -24.95 , 8.0 ,
13.563515398032191 , -22.053290992699186 , 8.0 ,
16.27067765379889 , -21.863807437348726 , 8.0 ,
18.27067765379889 , -21.863807437348726 , 8.0 ,
20.27067765379889 , -21.863807437348726 , 8.0 ,
22.27067765379889 , -21.863807437348726 , 8.0 ,
24.27067765379889 , -21.863807437348726 , 8.0 ,
26.392231378165743 , -22.55317286445727 , 8.0 ,
28.27067765379889 , -21.863807437348726 , 8.0 ,
10.37873085421709 , -27.756892551266297 , 8.0 ,
9.026645496349593 , -27.281757699016094 , 8.0 ,
16.14912392943204 , -23.17444201024018 , 8.0 ,
17.324101297704225 , -23.395506158149047 , 8.0 ,
20.14912392943204 , -23.17444201024018 , 8.0 ,
21.324101297704225 , -23.395506158149047 , 8.0 ,
24.14912392943204 , -23.17444201024018 , 8.0 ,
26.14912392943204 , -23.17444201024018 , 8.0 ,
27.324101297704225 , -23.395506158149047 , 8.0 ,
10.37873085421709 , -29.756892551266297 , 8.0 ,
9.6 , -30.0 , 8.0 ,
9.689365427108546 , -32.12155372436685 , 8.0 ,
9.657784834550135 , -34.23941410032797 , 8.0 ,
9.62126914578291 , -34.2431074487337 , 8.0 ,
9.7 , -36.0 , 8.0 ,
9.62126914578291 , -36.2431074487337 , 8.0 ,
9.7 , -38.0 , 8.0 ,
9.62126914578291 , -38.2431074487337 , 8.0 ,
