3.0, -38.2431074487337, 0.0
5.0, -38.2431074487337, 0.0
7.0, -38.2431074487337, 0.0
9.0, -38.2431074487337, 0.0
11.0, -38.2431074487337, 0.0
13.0, -38.2431074487337, 0.0
15.0, -38.2431074487337, 0.0
17.0, -38.2431074487337, 0.0
19.0, -38.2431074487337, 0.0
21.0, -38.2431074487337, 0.0
23.0, -38.2431074487337, 0.0
25.0, -38.2431074487337, 0.0
27.0, -38.2431074487337, 0.0
29.0, -38.2431074487337, 0.0
31.0, -38.2431074487337, 0.0
33.0, -38.2431074487337, 8.0
35.0, -38.2431074487337, 0.0
37.0, -38.2431074487337, 0.0
39.0, -38.2431074487337, 0.0
3.0, -40.2431074487337, 0.0
5.0, -40.2431074487337, 0.0
7.0, -40.2431074487337, 0.0
9.0, -40.2431074487337, 0.0
11.0, -40.2431074487337, 0.0
13.0, -40.2431074487337, 0.0
15.0, -40.2431074487337, 0.0
17.0, -40.2431074487337, 0.0
19.0, -40.2431074487337, 0.0
21.0, -40.2431074487337, 0.0
23.0, -40.2431074487337, 0.0
25.0, -40.2431074487337, 0.0
27.0, -40.2431074487337, 0.0
29.0, -40.2431074487337, 0.0
31.0, -40.2431074487337, 0.0
33.0, -40.2431074487337, 8.0
35.0, -40.2431074487337, 0.0
37.0, -40.2431074487337, 0.0
39.0, -40.2431074487337, 0.0
3.0, -42.2431074487337, 0.0
5.0, -42.2431074487337, 0.0
7.0, -42.2431074487337, 0.0
9.0, -42.2431074487337, 0.0
11.0, -42.2431074487337, 0.0
13.0, -42.2431074487337, 0.0
15.0, -42.2431074487337, 0.0
17.0, -42.2431074487337, 0.0
19.0, -42.2431074487337, 0.0
21.0, -42.2431074487337, 0.0
23.0, -42.2431074487337, 0.0
25.0, -42.2431074487337, 0.0
27.0, -42.2431074487337, 0.0
29.0, -42.2431074487337, 0.0
31.0, -42.2431074487337, 0.0
32.3, -42.2431074487337, 8.0
35.0, -42.2431074487337, 0.0
37.0, -42.2431074487337, 0.0
39.0, -42.2431074487337, 0.0
3.0, -44.2431074487337, 0.0
5.0, -44.2431074487337, 0.0
7.0, -44.2431074487337, 0.0
9.0, -44.2431074487337, 0.0
11.0, -44.2431074487337, 0.0
13.0, -44.2431074487337, 0.0
15.0, -44.2431074487337, 0.0
17.0, -44.2431074487337, 0.0
19.0, -44.2431074487337, 0.0
21.0, -44.2431074487337, 0.0
23.0, -44.2431074487337, 0.0
25.0, -44.2431074487337, 0.0
27.0, -44.2431074487337, 0.0
29.0, -44.2431074487337, 0.0
31.0, -44.2431074487337, 0.0
32.3, -44.2431074487337, 8.0
35.0, -44.2431074487337, 0.0
37.0, -44.2431074487337, 0.0
39.0, -44.2431074487337, 0.0
3.0, -46.2431074487337, 0.0
5.0, -46.2431074487337, 0.0
7.0, -46.2431074487337, 0.0
9.0, -46.2431074487337, 0.0
11.0, -46.2431074487337, 0.0
13.0, -46.2431074487337, 0.0
15.0, -46.2431074487337, 0.0
17.0, -46.2431074487337, 0.0
19.0, -46.2431074487337, 0.0
21.0, -46.2431074487337, 0.0
23.0, -46.2431074487337, 0.0
25.0, -46.2431074487337, 0.0
27.0, -46.2431074487337, 0.0
29.0, -46.2431074487337, 0.0
31.0, -46.2431074487337, 0.0
32.31063457289145, -46.12155372436685, 8.0
35.0, -46.2431074487337, 0.0
37.0, -46.2431074487337, 0.0
39.0, -46.2431074487337, 0.0
3.0, -48.2431074487337, 0.0
5.0, -48.2431074487337, 0.0
7.0, -48.2431074487337, 0.0
9.0, -48.2431074487337, 0.0
11.0, -48.2431074487337, 0.0
13.0, -48.2431074487337, 0.0
15.0, -48.2431074487337, 0.0
17.0, -48.2431074487337, 0.0
19.0, -48.2431074487337, 0.0
21.0, -48.2431074487337, 0.0
23.0, -48.2431074487337, 0.0
25.0, -48.2431074487337, 0.0
27.0, -48.2431074487337, 0.0
29.0, -48.2431074487337, 0.0
31.0, -48.2431074487337, 0.0
32.3, -48.2431074487337, 8.0
35.0, -48.2431074487337, 0.0
37.0, -48.2431074487337, 0.0
39.0, -48.2431074487337, 0.0
3.0, -50.2431074487337, 0.0
5.0, -50.2431074487337, 0.0
7.0, -50.2431074487337, 0.0
9.0, -50.2431074487337, 0.0
11.0, -50.2431074487337, 0.0
13.0, -50.2431074487337, 0.0
15.0, -50.2431074487337, 0.0
17.0, -50.2431074487337, 0.0
19.0, -50.2431074487337, 0.0
21.0, -50.2431074487337, 0.0
23.0, -50.2431074487337, 0.0
25.0, -50.2431074487337, 0.0
27.0, -50.2431074487337, 0.0
29.0, -50.2431074487337, 0.0
32.4, -50.2431074487337, 8.0
32.3, -50.2431074487337, 8.0
35.0, -50.2431074487337, 0.0
37.0, -50.2431074487337, 0.0
39.0, -50.2431074487337, 0.0
3.0, -52.2431074487337, 0.0
5.0, -52.2431074487337, 0.0
7.0, -52.2431074487337, 0.0
9.0, -52.2431074487337, 0.0
11.0, -52.2431074487337, 0.0
13.0, -52.2431074487337, 0.0
15.0, -52.2431074487337, 0.0
17.0, -52.2431074487337, 0.0
19.0, -52.2431074487337, 0.0
21.0, -52.2431074487337, 0.0
23.0, -52.2431074487337, 0.0
25.0, -52.2431074487337, 0.0
27.0, -52.2431074487337, 0.0
29.0, -52.2431074487337, 0.0
31.0, -52.2431074487337, 0.0
32.3, -52.2431074487337, 8.0
35.0, -52.2431074487337, 0.0
37.0, -52.2431074487337, 0.0
39.0, -52.2431074487337, 0.0
3.0, -54.2431074487337, 0.0
5.0, -54.2431074487337, 0.0
7.0, -54.2431074487337, 0.0
9.0, -54.2431074487337, 0.0
11.0, -54.2431074487337, 0.0
13.0, -54.2431074487337, 0.0
15.0, -54.2431074487337, 0.0
17.0, -54.2431074487337, 0.0
19.0, -54.2431074487337, 0.0
21.0, -54.2431074487337, 0.0
23.0, -54.2431074487337, 0.0
25.0, -54.2431074487337, 0.0
27.0, -54.2431074487337, 0.0
29.0, -54.2431074487337, 0.0
31.0, -54.2431074487337, 0.0
32.3, -54.2431074487337, 8.0
35.0, -54.2431074487337, 0.0
37.0, -54.2431074487337, 0.0
39.0, -54.2431074487337, 0.0
3.0, -56.2431074487337, 0.0
5.0, -56.2431074487337, 0.0
7.0, -56.2431074487337, 0.0
9.0, -56.2431074487337, 0.0
11.0, -56.2431074487337, 0.0
12.149123929432042, -61.068665438493525, 8.0
14.149123929432042, -61.068665438493525, 8.0
16.14912392943204, -61.068665438493525, 8.0
18.14912392943204, -61.068665438493525, 8.0
20.14912392943204, -61.068665438493525, 8.0
22.14912392943204, -61.068665438493525, 8.0
25.0, -56.2431074487337, 0.0
27.0, -56.2431074487337, 0.0
29.0, -56.2431074487337, 0.0
31.0, -56.2431074487337, 0.0
32.3, -56.2431074487337, 8.0
35.0, -56.2431074487337, 0.0
37.0, -56.2431074487337, 0.0
39.0, -56.2431074487337, 0.0
3.0, -58.2431074487337, 0.0
5.0, -58.2431074487337, 0.0
7.0, -58.2431074487337, 0.0
10.675898702295774, -62.847601290584656, 8.0
11.0, -62.4431074487337, 8.0
12.270677653798893, -62.37930001138498, 8.0
14.270677653798893, -62.37930001138498, 8.0
16.27067765379889, -62.37930001138498, 8.0
18.27067765379889, -62.37930001138498, 8.0
20.14912392943204, -63.068665438493525, 8.0
22.27067765379889, -62.37930001138498, 8.0
24.14912392943204, -63.068665438493525, 8.0
26.27067765379889, -62.37930001138498, 8.0
29.0, -58.2431074487337, 0.0
32.37873085421709, -58.486214897467406, 8.0
32.3, -58.2431074487337, 8.0
35.0, -58.2431074487337, 0.0
37.0, -58.2431074487337, 0.0
39.0, -58.2431074487337, 0.0
3.0, -60.2431074487337, 0.0
5.0, -60.2431074487337, 0.0
7.0, -60.2431074487337, 0.0
10.05, -62.06176079668103, 8.0
11.0, -61.6431074487337, 8.0
12.756892551266297, -61.62183830295079, 8.0
14.756892551266297, -61.62183830295079, 8.0
16.756892551266297, -61.62183830295079, 8.0
18.756892551266297, -61.62183830295079, 8.0
20.756892551266297, -61.62183830295079, 8.0
22.756892551266297, -61.62183830295079, 8.0
24.756892551266297, -61.62183830295079, 8.0
26.756892551266297, -61.62183830295079, 8.0
29.0, -61.6431074487337, 8.0
31.0, -60.2431074487337, 8.0
31.621269145782907, -60.0, 8.0
35.0, -60.2431074487337, 0.0
37.0, -60.2431074487337, 0.0
39.0, -60.2431074487337, 0.0
3.0, -62.2431074487337, 0.0
5.0, -62.2431074487337, 0.0
7.0, -62.2431074487337, 0.0
10.07246222036657, -63.14301010229486, 8.0
